0849953200:0814797679,0 1:0.0 2:2.5
0849953200:0399229191,0 1:0.0 2:2.25
B0000014RV:0844741345,0 1:0.0 2:2.25
B00005YDMQ:0879518995,0 1:0.0 2:1.5
B00005JA6D:0879518995,0 1:0.0 2:4.0
0714840033:0879518995,0 1:0.0 2:1.5
087728816X:0471192252,0 1:0.0 2:4.75
1887923020:087728816X,0 1:0.0 2:4.25
084230889X:075283696X,0 1:0.0 2:4.25
084230889X:0740709976,0 1:0.0555555555556 2:4.0
084230889X:0962796352,0 1:0.0588235294118 2:4.5
080105348X:0140421998,0 1:0.0 2:4.25
0140421998:0802842305,0 1:0.0 2:2.25
0140421998:4789006646,0 1:0.0 2:2.25
B000068MA2:0140421998,0 1:0.0 2:4.25
007003575X:B000005S5X,0 1:0.0 2:4.5
0300071337:007003575X,0 1:0.0 2:4.5
007003575X:0870218808,0 1:0.0666666666667 2:2.0
007003575X:0671726099,0 1:0.0 2:4.5
0683306235:0721694063,0 1:0.0 2:4.0
0683306235:0899668836,0 1:0.0 2:4.5
0683306235:0786806176,0 1:0.0 2:4.5
0944993737:B00005NKB4,0 1:0.0 2:5.0
B00005NKB4:0961717300,0 1:0.0 2:2.5
B0000001UH:1579544592,0 1:0.0 2:4.5
0125153929:0137957254,0 1:0.0 2:4.25
0125153929:0830721843,0 1:0.0 2:4.5
0887272339:0792162617,0 1:0.0 2:2.25
0887272339:B00006LLMS,0 1:0.0 2:2.5
0887272339:0449224147,0 1:0.0 2:2.0
0892740752:1579545092,0 1:0.0 2:2.25
0892740752:0802048161,0 1:0.0 2:2.25
0892740752:0671027514,0 1:0.0 2:4.0
0892740752:0471292974,0 1:0.0909090909091 2:4.25
1563437635:0962299707,0 1:0.0 2:2.25
0962299707:1585160202,0 1:0.0 2:4.75
1885331045:0962299707,0 1:0.0 2:4.75
0393730549:0913321079,0 1:0.0 2:0.0
0393730549:1863736808,0 1:0.0 2:0.0
0756401496:0393730549,0 1:0.0 2:2.25
0801044960:B0000057DP,0 1:0.0 2:2.5
B0000057DP:0062510851,0 1:0.0 2:5.0
0939512718:B0000057DP,0 1:0.0 2:5.0
B000007W7E:0394720288,0 1:0.0 2:5.0
0735201846:067980904X,0 1:0.0 2:2.25
0822011034:067980904X,0 1:0.0 2:4.25
186204550X:067980904X,0 1:0.0 2:2.75
B0000057DN:0399226168,0 1:0.0 2:4.5
B0000057DN:0781430585,0 1:0.0 2:4.5
0881503940:B0000057DN,0 1:0.0 2:2.0
3770170520:B0000057DN,0 1:0.0 2:2.0
6303584934:1558604189,0 1:0.0 2:4.25
0226042448:6303584934,0 1:0.0 2:3.25
B0000057DF:0963634291,0 1:0.0344827586207 2:4.25
0595171435:B0000057DG,0 1:0.0 2:4.5
B0000057DG:1892213435,0 1:0.0 2:4.25
B00005RIZ4:B0000057DG,0 1:0.0 2:4.25
0819168246:B0000057DG,0 1:0.0 2:4.5
B0000057DB:0292712405,0 1:0.0 2:4.5
0875521126:B0000057DB,0 1:0.0 2:4.75
1842151312:B0000057DB,0 1:0.0 2:2.5
0801867886:0670810274,0 1:0.0 2:2.25
B0000064X8:066425828X,0 1:0.0 2:4.25
066425828X:0534243428,0 1:0.0 2:1.75
0590209353:066425828X,0 1:0.0 2:4.25
0945575858:0806974478,0 1:0.0625 2:2.0
0553378767:0760312087,0 1:0.0 2:5.0
0876296231:0760312087,0 1:0.0 2:2.5
0789453282:0425169294,0 1:0.0 2:4.75
0789453282:1560105372,0 1:0.0 2:2.5
0671750992:0789453282,0 1:0.0 2:4.25
0689835809:0062502727,0 1:0.0 2:4.75
0062502727:1569711674,0 1:0.0 2:4.25
0062502727:0878771298,0 1:0.0 2:4.5
0865433771:6305871418,0 1:0.0 2:4.75
1587283026:6305871418,0 1:0.0 2:2.25
6305871418:0375762515,0 1:0.0 2:3.75
B00000K5BW:B000001ETW,0 1:0.0 2:5.0
B000001ETW:081310873X,0 1:0.0 2:2.5
0826328350:B000001ETW,0 1:0.0 2:5.0
B00004SCTK:0140242708,0 1:0.0 2:4.0
0201608375:059010991X,0 1:0.0 2:3.75
0752415379:059010991X,0 1:0.0 2:2.25
B0000070HW:059010991X,0 1:0.0 2:4.25
1580540392:1576737322,0 1:0.0 2:4.25
B000059PS0:1580540392,0 1:0.0 2:4.5
0613221583:1580540392,0 1:0.0 2:3.5
B00005OSLJ:1580540392,0 1:0.0 2:4.25
B0000047F1:0425098605,0 1:0.0 2:4.5
0618196803:0062516957,0 1:0.0 2:4.5
0062516957:1570431760,0 1:0.166666666667 2:4.5
080213825X:0062516957,0 1:0.0 2:3.5
0140247750:0122740653,0 1:0.1 2:2.25
0140247750:0807608262,0 1:0.0 2:3.75
1563979209:0140247750,0 1:0.1 2:2.25
0140247750:0312275560,0 1:0.222222222222 2:4.25
0312252439:0871542471,0 1:0.0 2:2.0
0688158374:0312252439,0 1:0.0 2:4.5
0312252439:0815606850,0 1:0.0 2:2.0
0312290519:0312252439,0 1:0.0 2:4.5
6303244017:0859895149,0 1:0.0 2:5.0
0452010349:0925854247,0 1:0.0 2:2.5
B00003ZKX4:0452010349,0 1:0.0 2:4.0
3540971076:0452010349,0 1:0.0909090909091 2:2.5
3829053835:B00005AQ4P,0 1:0.0 2:4.75
0874870798:B00005AQ4P,0 1:0.0666666666667 2:4.75
0743527844:0806133813,0 1:0.0 2:4.25
0743527844:0671034545,0 1:0.0 2:4.0
0743527844:1565111915,0 1:0.0 2:4.0
B000077VQ5:1878257749,0 1:0.0 2:4.75
B000077VQ5:0441004954,0 1:0.0 2:4.0
B000077VQ5:0198237243,0 1:0.0 2:4.0
B00005NSVX:B00005AQ4X,0 1:0.0 2:3.75
B00005RTHM:B00005AQ4X,0 1:0.0 2:3.5
0679773002:0741403811,0 1:0.0 2:4.75
0679773002:0446609560,0 1:0.0 2:4.0
B000007V2I:0679773002,0 1:0.0 2:4.5
0679773002:0395913713,0 1:0.0 2:4.75
0749426152:0970232705,0 1:0.0 2:2.25
020172152X:0970232705,0 1:0.0 2:2.0
0801304962:0970232705,0 1:0.0 2:2.5
0970232705:0439241863,0 1:0.0 2:2.5
0736001719:0823013766,0 1:0.0 2:3.75
0823013766:0793800900,0 1:0.0 2:4.25
0823013766:1574771086,0 1:0.0 2:1.75
1588517314:1579902677,0 1:0.125 2:4.0
1858286638:1579902677,0 1:0.0 2:4.0
0971035601:1579902677,0 1:0.0454545454545 2:4.0
1931105030:1579902677,0 1:0.0 2:4.0
1879335646:B00004T96H,0 1:0.0 2:0.0
1879335646:157566593X,0 1:0.0 2:1.25
1580401384:1879335646,0 1:0.0 2:2.25
1879335646:0789561905,0 1:0.0 2:0.0
1888363487:0791427765,0 1:0.0 2:0.0
6305074429:0791427765,0 1:0.0 2:2.5
0791427765:0387954147,0 1:0.0 2:2.5
0791427765:0375411658,0 1:0.0 2:2.25
0140248005:0873226097,0 1:0.0 2:4.75
3790813842:0873226097,0 1:0.0 2:2.25
0898390184:0873226097,0 1:0.0 2:2.25
1884919081:0873226097,0 1:0.0 2:4.75
B00000JW4G:0743480953,0 1:0.0 2:4.5
0760306672:0743480953,0 1:0.0 2:4.5
0226747875:0815769504,0 1:0.0 2:4.75
B000000NN4:0815769504,0 1:0.0 2:4.75
B000007W7V:1577660358,0 1:0.0 2:2.25
0879757051:B0000026GH,0 1:0.0 2:4.0
0879757051:0195030974,0 1:0.111111111111 2:4.5
0879757051:0963566520,0 1:0.0 2:4.25
0879757051:0130258407,0 1:0.0 2:2.0
B0000070QK:B0000057D3,0 1:0.0 2:5.0
0679732268:B0000057D3,0 1:0.0 2:4.75
B0000057D3:0805057633,0 1:0.0 2:4.75
0816738599:B0000057D3,0 1:0.0 2:2.5
0130461342:0889352089,0 1:0.0 2:1.25
0130461342:0590454226,0 1:0.0 2:2.75
0130461342:0439113288,0 1:0.0 2:3.5
0130461342:088062096X,0 1:0.0 2:3.25
0877799199:0971168504,0 1:0.0 2:2.5
0877799199:0761904549,0 1:0.0 2:2.5
0877799199:0806664096,0 1:0.0 2:0.0
9622176933:156547046X,0 1:0.0 2:2.0
0763607762:9622176933,0 1:0.0 2:4.25
B000065V42:9622176933,0 1:0.0 2:4.0
0671024590:0375701214,0 1:0.0 2:4.0
0671024590:B000001F6V,0 1:0.0 2:3.75
0671024590:074320123X,0 1:0.0 2:4.0
0671024590:B00005HUBI,0 1:0.0 2:1.75
B000000OAH:0785268243,0 1:0.0 2:3.75
0785268243:B00005NZWZ,0 1:0.125 2:3.75
0867307757:0500092923,0 1:0.0 2:4.25
0500092923:0486222349,0 1:0.0 2:5.0
0785977023:0500092923,0 1:0.0 2:2.5
0500092923:0883963957,0 1:0.0 2:5.0
0306811413:0689811918,0 1:0.0 2:4.75
B00006I079:0689811918,0 1:0.0 2:2.5
0761919619:0310242967,0 1:0.0 2:5.0
0306433761:0761919619,0 1:0.0 2:2.5
0761919619:B00004VVWS,0 1:0.0 2:5.0
0761919619:B00005AQ34,0 1:0.0 2:4.5
047139453X:1565637356,0 1:0.0526315789474 2:0.0
1565637356:029916974X,0 1:0.0769230769231 2:2.0
1560533145:0964004127,0 1:0.0 2:2.5
1564161978:1560533145,0 1:0.0 2:3.75
1560533145:1859746179,0 1:0.1 2:5.0
0859531821:1572304456,0 1:0.0 2:3.5
0859531821:0595226752,0 1:0.0625 2:4.5
0859531821:0737016132,0 1:0.0 2:2.5
0859531821:0080410030,0 1:0.0 2:2.5
0787947849:0786311924,0 1:0.0 2:5.0
6305212961:0394513355,0 1:0.0 2:5.0
0596001185:0394513355,0 1:0.0 2:4.75
0811814017:0394513355,0 1:0.0 2:2.5
0590134620:0394513355,0 1:0.0 2:5.0
B000000YU7:0275954927,0 1:0.0 2:2.5
0669201596:088347381X,0 1:0.0 2:2.0
0669201596:0764110403,0 1:0.0 2:4.5
0669201596:0671878735,0 1:0.0 2:4.25
9879131959:0669201596,0 1:0.0 2:3.5
0140259104:B000000YU9,0 1:0.0 2:4.5
B000000YU9:0595177344,0 1:0.0 2:5.0
1557509891:020175844X,0 1:0.0 2:2.5
088284721X:020175844X,0 1:0.0 2:2.25
1568381506:020175844X,0 1:0.0 2:0.0
0393318052:069811664X,0 1:0.0 2:4.75
069811664X:B00005KA2I,0 1:0.0 2:4.75
069811664X:0967010500,0 1:0.0 2:2.5
0842328785:B0000026NZ,0 1:0.0 2:2.5
B0000026NZ:1557503249,0 1:0.0 2:4.5
B0000026NZ:0465006930,0 1:0.0 2:4.0
0307143341:B0000026NZ,0 1:0.0 2:2.5
1401038859:B0000026NX,0 1:0.1 2:5.0
0936185066:354061477X,0 1:0.0 2:2.25
0967928001:B000059RVO,0 1:0.0 2:4.75
B0000026NO:B000005J2X,0 1:0.0 2:4.75
B0000026NO:1580623158,0 1:0.111111111111 2:4.5
B0000026NO:0786882425,0 1:0.0 2:4.5
0743400194:B00005KFSD,0 1:0.0 2:4.5
0070366098:0743400194,0 1:0.0 2:4.0
0883910209:B0000026NF,0 1:0.0 2:4.25
B0000026NF:0965568229,0 1:0.0 2:4.5
B0000026NF:0811808025,0 1:0.0 2:4.75
B0000026NF:0891349863,0 1:0.0 2:4.75
B0000026NG:0871089297,0 1:0.0 2:4.75
B0000026NG:1557866406,0 1:0.0 2:4.0
B0000026NG:1888889136,0 1:0.0 2:4.75
B0000026NG:0935640568,0 1:0.0 2:4.5
B0000026NB:1556613334,0 1:0.0 2:4.75
B0000026NB:019815044X,0 1:0.0 2:2.5
B00006G8OR:B0000026NB,0 1:0.0 2:2.5
0312269595:B0000026NC,0 1:0.0 2:4.0
B00005JLTK:B0000026NC,0 1:0.0 2:4.0
096789820X:B0000026NC,0 1:0.0 2:2.0
0670808490:B0000026NC,0 1:0.0 2:4.0
0802774075:0312964293,0 1:0.0 2:1.5
1557756635:0312964293,0 1:0.0833333333333 2:4.0
0865305684:0312964293,0 1:0.0909090909091 2:1.5
0312964293:0140296409,0 1:0.0 2:3.5
1840183071:B0000026N2,0 1:0.0 2:5.0
0892813229:B0000026N2,0 1:0.0 2:4.75
1568387997:B0000026N2,0 1:0.0 2:2.5
0373484577:B0000026N3,0 1:0.0 2:4.5
B0000026N3:1562800604,0 1:0.0 2:2.25
9056622846:B0000026N3,0 1:0.0 2:2.25
0664501656:B0000026N3,0 1:0.0 2:2.25
B0000026N0:0763136549,0 1:0.0 2:2.25
B0000026N0:0805210652,0 1:0.111111111111 2:3.75
B000056PEU:B0000026N0,0 1:0.0 2:4.75
B000000H1K:B0000026N0,0 1:0.0 2:4.5
0486411389:B00000GAX1,0 1:0.0 2:4.5
0486411389:0809093251,0 1:0.0 2:4.0
0395378001:0486411389,0 1:0.0 2:4.5
B00006LEPZ:0451197631,0 1:0.0 2:2.5
0451197631:185984054X,0 1:0.0 2:4.25
0877797153:0451197631,0 1:0.0 2:4.75
067359159X:0451197631,0 1:0.0 2:4.5
0965755649:0375410287,0 1:0.0 2:4.25
0751402621:0375410287,0 1:0.0 2:2.0
B000002BSV:0375410287,0 1:0.0 2:4.25
0595209424:B00002EPG7,0 1:0.0 2:3.75
B000000YUG:B00004TTI1,0 1:0.0 2:4.25
0070501653:B000000YUG,0 1:0.0 2:4.75
0064404668:B000000YUG,0 1:0.0 2:2.5
B000000YUJ:0821414496,0 1:0.0 2:2.5
B000000YUJ:B000003BHM,0 1:0.0 2:4.75
B000000YUJ:B00005RIIV,0 1:0.0 2:4.5
B000000YUJ:B00005RRK1,0 1:0.0 2:4.75
0873492331:B000000YUO,0 1:0.0 2:4.5
1561583138:B000000YUO,0 1:0.0 2:4.5
B000000YUO:0309048338,0 1:0.0 2:2.5
B000000YUO:157779026X,0 1:0.0 2:5.0
B000000YUL:B00004TWQZ,0 1:0.0 2:2.5
B000000YUL:B00005KHJM,0 1:0.0 2:2.0
B000000DTA:B000000YUL,0 1:0.0 2:2.5
0375708618:B00005R8EF,0 1:0.0 2:2.0
0375708618:B00006ZXSO,0 1:0.0 2:3.75
0471293407:1889647519,0 1:0.0 2:4.5
0844259632:1889647519,0 1:0.0 2:2.0
1889647519:B00004X0J3,0 1:0.0 2:4.5
B0000025E4:1889647519,0 1:0.0 2:4.25
0800630882:1879102889,0 1:0.0 2:0.0
1879102889:B000087F63,0 1:0.0 2:2.0
0310250145:6302101220,0 1:0.0 2:4.75
6302101220:B0000023E3,0 1:0.0 2:4.5
6302101220:0521654777,0 1:0.0 2:2.25
0930031989:B000021XTD,0 1:0.0 2:3.75
0930031989:0538862440,0 1:0.0 2:3.5
0830824278:1931841004,0 1:0.0 2:1.0
B000002J3W:0967674743,0 1:0.0 2:4.75
0805071644:B000002J3W,0 1:0.0 2:4.5
0195084799:080613450X,0 1:0.1 2:2.5
0195084799:0844245232,0 1:0.0 2:0.0
0672317982:0813628156,0 1:0.0666666666667 2:4.25
0672317982:B00005B0G5,0 1:0.0 2:4.25
0672317982:B00001XDKZ,0 1:0.0 2:4.25
0843178094:0814206964,0 1:0.0 2:2.5
0843178094:0815125690,0 1:0.0 2:4.75
0843178094:9607269470,0 1:0.0 2:5.0
B00004R99A:0843178094,0 1:0.0 2:4.0
0767904060:1580171532,0 1:0.0 2:4.75
1580171532:1840182709,0 1:0.0 2:4.5
0060664517:1580171532,0 1:0.0 2:4.25
0800714784:0803286198,0 1:0.0 2:3.75
0800714784:1576737128,0 1:0.0 2:4.5
0800714784:B00006IGIJ,0 1:0.0 2:4.5
0917201698:0534583911,0 1:0.0 2:5.0
0028614992:0534583911,0 1:0.0 2:4.5
0878422919:0534583911,0 1:0.0 2:5.0
0789462257:0534583911,0 1:0.0 2:4.5
0679423389:0847820068,0 1:0.0 2:4.25
0679423389:1592480020,0 1:0.0333333333333 2:2.0
0679423389:0806942894,0 1:0.0 2:2.5
0687052203:0679423389,0 1:0.0 2:2.0
0321186508:1566394163,0 1:0.0 2:3.5
007913212X:0791452344,0 1:0.0 2:4.75
007913212X:1559346973,0 1:0.0 2:4.0
B000003JTU:007913212X,0 1:0.0 2:4.75
630584125X:007913212X,0 1:0.0 2:4.25
0743200950:1573441619,0 1:0.0 2:3.5
B00004Y6B3:1573441619,0 1:0.0 2:4.25
1573441619:B0000006YN,0 1:0.0 2:4.5
0936262591:0072826320,0 1:0.0 2:4.5
0936262591:1883001994,0 1:0.0 2:4.5
0936262591:1401004598,0 1:0.0 2:4.5
0936262591:0898866227,0 1:0.0 2:3.75
1551664925:6305870888,0 1:0.0 2:4.25
6305870888:B000063UVA,0 1:0.125 2:4.25
6305870888:B00005ONQ9,0 1:0.0 2:4.25
B0000014A9:6305870888,0 1:0.0 2:4.25
B00002429Y:1889540218,0 1:0.0 2:1.75
B00002429Y:0312221835,0 1:0.0 2:1.75
0895946416:B00002429Y,0 1:0.0 2:4.25
0965623009:0810927284,0 1:0.125 2:4.75
B0000023TQ:0810927284,0 1:0.0 2:2.5
B00003XB62:0810927284,0 1:0.0 2:5.0
B000059LCV:B000001IP9,0 1:0.0 2:4.75
0671880764:B000059LCV,0 1:0.0 2:4.75
0060535520:B000059LCV,0 1:0.0 2:4.5
0843940417:B00000E43Q,0 1:0.0 2:4.25
0451197208:B00000E43Q,0 1:0.0 2:4.5
043935806X:B00000E43Q,0 1:0.0 2:4.25
B00000E43Q:0809166372,0 1:0.0 2:3.5
0824818202:0140378243,0 1:0.0 2:1.75
B00005JG9S:0140378243,0 1:0.0 2:4.25
B00005R2CE:0140378243,0 1:0.0 2:4.25
0802477461:0140378243,0 1:0.0 2:4.0
0824520149:B000059LCP,0 1:0.125 2:3.5
B00004YA6N:B000059LCP,0 1:0.0 2:2.75
B000002618:B000059LCP,0 1:0.0 2:4.5
0425168255:B00001QEFN,0 1:0.0 2:4.25
0425168255:0867094664,0 1:0.0 2:4.25
0425168255:B000086G0O,0 1:0.0769230769231 2:4.25
0425168255:B000058TE0,0 1:0.0 2:4.5
B00005LZR0:1570611068,0 1:0.0 2:4.0
078035379X:1570611068,0 1:0.0 2:4.5
1570611068:0385413025,0 1:0.0 2:4.0
0761450599:1890035181,0 1:0.0 2:5.0
0743412508:0439163889,0 1:0.0 2:4.5
0743412508:0761978518,0 1:0.0 2:4.25
0743412508:B00000JTBD,0 1:0.0 2:4.25
0743412508:0783113315,0 1:0.0 2:4.5
B000059LC6:B00005JHBS,0 1:0.0 2:4.0
B000059LC6:0618065547,0 1:0.0 2:4.75
B000059LC6:0521588650,0 1:0.0 2:4.75
B000059LC6:0915306913,0 1:0.0 2:2.25
B00005B605:B000089GIO,0 1:0.0 2:4.0
B000089GIO:1930562004,0 1:0.0 2:2.0
B000089GIO:B00005NC68,0 1:0.0 2:4.0
1565074998:0736908099,0 1:0.0 2:2.5
B00004W5UM:0736908099,0 1:0.0 2:2.5
0060228679:0736908099,0 1:0.0 2:2.25
0141303107:0736908099,0 1:0.0 2:2.25
0553712438:091881202X,0 1:0.0 2:1.75
0070610479:0590739042,0 1:0.0 2:5.0
0070610479:0380819066,0 1:0.0 2:4.75
B000059TEP:0070610479,0 1:0.0 2:4.5
0940687453:B000077VQY,0 1:0.0 2:4.0
B000077VQY:003023848X,0 1:0.0 2:3.75
B000002J3D:0877843422,0 1:0.0 2:4.5
B000002J3D:0971294518,0 1:0.0 2:4.75
0841901384:B000002J3D,0 1:0.0 2:2.5
0814470491:B000002J3D,0 1:0.0 2:4.75
0451409833:B000083F4E,0 1:0.0 2:3.5
0865777756:0451409833,0 1:0.0 2:4.0
0451409833:B0000062Y4,0 1:0.0 2:4.0
B00000IC5J:6302138817,0 1:0.125 2:4.5
0811836525:6302138817,0 1:0.0 2:4.75
0943460301:6302138817,0 1:0.0 2:2.25
0446676322:6302138817,0 1:0.0 2:4.25
0689833806:1862054207,0 1:0.0 2:4.0
B00000732J:0446610798,0 1:0.0 2:4.25
1879052423:1560523565,0 1:0.0 2:2.25
0879612509:1879052423,0 1:0.0 2:4.75
0380713934:006662083X,0 1:0.0 2:1.75
0679452869:0380713934,0 1:0.0 2:4.0
0380713934:0764586556,0 1:0.0 2:3.25
B00005AXM4:0553582313,0 1:0.0 2:4.5
0345450108:0553582313,0 1:0.0 2:3.75
0553582313:0811830942,0 1:0.0 2:4.5
0520217799:0195655389,0 1:0.0 2:5.0
0934667012:0195655389,0 1:0.0 2:2.5
0195655389:B00005B6KW,0 1:0.0 2:3.0
0942018206:0815340834,0 1:0.0909090909091 2:2.5
0942018206:0750927089,0 1:0.0 2:2.5
0942018206:0780619609,0 1:0.0588235294118 2:4.75
0946621608:0942018206,0 1:0.0555555555556 2:2.5
0892874082:B000006Y58,0 1:0.1 2:4.5
0471364770:096167217X,0 1:0.0769230769231 2:2.25
0689506201:0471364770,0 1:0.0 2:2.0
0471364770:0882847309,0 1:0.0 2:2.25
0879058765:0471364770,0 1:0.0 2:2.0
B00005A88Q:0486258262,0 1:0.0 2:2.5
B0000057D5:0486258262,0 1:0.0 2:4.5
0486258262:0735201021,0 1:0.0 2:2.5
B00000JF71:0486258262,0 1:0.0 2:5.0
0935111204:0873227212,0 1:0.0 2:4.25
0801990602:0935111204,0 1:0.0 2:3.5
0824719603:0935111204,0 1:0.0 2:2.0
B00005AAAG:0800717813,0 1:0.0 2:2.5
0962408034:0800717813,0 1:0.0 2:2.5
0340592672:0517203030,0 1:0.0 2:2.25
0671020366:0517203030,0 1:0.0 2:4.0
0517203030:6300186180,0 1:0.0 2:4.75
0966916883:B000077VQB,0 1:0.0 2:4.0
0534597629:B000077VQB,0 1:0.0 2:2.0
0028636961:0440484065,0 1:0.0 2:3.25
0028636961:1569552150,0 1:0.0 2:3.75
0688078109:0140563717,0 1:0.0 2:4.75
0140563717:0714842788,0 1:0.0 2:4.75
0415123852:0140563717,0 1:0.0 2:2.25
B00000I9NY:0963944428,0 1:0.0 2:4.5
B00000I9NY:0439202817,0 1:0.0 2:2.0
0446612138:0811207692,0 1:0.0 2:4.5
0811207692:0689316550,0 1:0.0769230769231 2:4.75
B000002IZX:0811207692,0 1:0.0 2:4.75
0811207692:0764700529,0 1:0.0 2:2.5
0722534523:0395884179,0 1:0.0 2:3.75
1861006152:0575072563,0 1:0.0 2:3.5
1861006152:0878916989,0 1:0.0 2:1.75
1861006152:8432215228,0 1:0.0 2:4.0
0958668132:B000063T5J,0 1:0.0 2:4.5
0958668132:0312848749,0 1:0.142857142857 2:4.75
B00006EDPH:0689844425,0 1:0.0 2:5.0
0471180114:0689844425,0 1:0.0 2:2.5
0471129194:0689844425,0 1:0.0 2:4.5
0446603929:1889725048,0 1:0.0 2:3.75
1889725048:B0000019LS,0 1:0.0 2:5.0
0394841751:0226817504,0 1:0.0 2:5.0
0226817504:0816723605,0 1:0.0 2:4.5
0226817504:0691049009,0 1:0.0 2:2.5
0805835636:0300080298,0 1:0.0 2:2.25
1574327550:0805835636,0 1:0.0 2:0.0
0805835636:1857800990,0 1:0.0 2:1.75
B00006BGYF:0805835636,0 1:0.0 2:1.75
0966108884:0679448837,0 1:0.0 2:4.0
0966108884:B00004Z42U,0 1:0.0 2:2.0
0966108884:0936513160,0 1:0.0 2:4.5
0966108884:1928915140,0 1:0.0 2:2.0
0875847617:0743204336,0 1:0.0 2:4.5
B0000501CL:0875847617,0 1:0.0 2:4.5
0875847617:B00000AG90,0 1:0.0 2:4.5
0687002826:0764508288,0 1:0.0 2:4.75
0967918642:0687002826,0 1:0.0 2:5.0
0871319691:0823048152,0 1:0.0 2:2.5
0767839277:0823048152,0 1:0.0 2:4.5
0312959443:0823048152,0 1:0.0 2:4.75
0486203824:1591886252,0 1:0.0 2:5.0
1893732215:0486203824,0 1:0.0 2:4.75
B000067F79:0486203824,0 1:0.0 2:5.0
0312257112:1573221104,0 1:0.0 2:5.0
0323006442:1559360380,0 1:0.0 2:4.5
1559360380:1565939794,0 1:0.0 2:4.5
1559360380:0749432187,0 1:0.0 2:5.0
6305462224:1559360380,0 1:0.0 2:4.75
0688180639:1881052990,0 1:0.0 2:3.75
0841621063:1881052990,0 1:0.0 2:2.25
0609808516:B00005QERZ,0 1:0.0 2:3.25
0609808516:1551053780,0 1:0.0 2:4.0
0394819233:0789305232,0 1:0.0 2:2.5
0394819233:1586635719,0 1:0.0 2:2.0
0394819233:0906006724,0 1:0.0 2:0.0
0394819233:B000002N20,0 1:0.0 2:2.25
B00005Q6Q9:1574090003,0 1:0.0 2:2.5
1574090003:073730006X,0 1:0.125 2:5.0
1574090003:0674447565,0 1:0.0 2:5.0
1574090003:6304066147,0 1:0.0833333333333 2:4.75
0415136113:080410591X,0 1:0.0 2:4.0
0387949194:080410591X,0 1:0.0 2:4.75
080410591X:B000004AGM,0 1:0.0 2:4.75
080410591X:6303038824,0 1:0.0 2:2.25
0385326092:B00004YVL3,0 1:0.0 2:5.0
1570643679:0385326092,0 1:0.0 2:5.0
B00000GVXA:0385326092,0 1:0.0 2:5.0
096370723X:B00007MB8W,0 1:0.0 2:4.75
0811908259:B00007MB8W,0 1:0.0 2:2.25
184195084X:B00005MKGX,0 1:0.0 2:4.0
184195084X:1840680644,0 1:0.0 2:3.5
0553575937:0801804787,0 1:0.0 2:1.75
0385503938:0801804787,0 1:0.0 2:1.5
091368497X:0801804787,0 1:0.0 2:0.0
B0000061YZ:0791443108,0 1:0.0 2:4.5
B00008BX5I:0791443108,0 1:0.0 2:2.5
068817079X:0791443108,0 1:0.0 2:5.0
B000003SWL:0520204174,0 1:0.0 2:2.5
0789490102:0520204174,0 1:0.0 2:2.0
0520204174:1571455191,0 1:0.0 2:2.5
0753450135:0534943322,0 1:0.0 2:2.5
0753450135:B0000060P9,0 1:0.0 2:2.5
0789479397:6305383367,0 1:0.0 2:4.75
0789479397:0963215809,0 1:0.0 2:4.75
0789479397:1585162086,0 1:0.0 2:2.5
0754809765:0743527070,0 1:0.0 2:2.25
B000063IUM:0743527070,0 1:0.0 2:4.5
0312263643:0743527070,0 1:0.0 2:4.25
0312096704:0743527070,0 1:0.0 2:3.75
B0000640YW:B00000J6C2,0 1:0.0 2:5.0
B0000640YW:1584190132,0 1:0.0 2:5.0
0312875207:0471248363,0 1:0.0 2:4.75
0471248363:B000009RNP,0 1:0.0 2:4.0
0721676561:0471248363,0 1:0.0 2:4.75
0812235134:B00000J73N,0 1:0.0 2:5.0
1857922956:0763617180,0 1:0.0 2:0.0
B000026EB3:0967917913,0 1:0.0 2:4.5
0967917913:1889959049,0 1:0.0769230769231 2:2.5
0967917913:0684830248,0 1:0.0 2:4.5
1579901581:0967917913,0 1:0.0 2:5.0
1931769001:1565123441,0 1:0.0 2:2.25
1565123441:0446608505,0 1:0.0 2:4.25
1882972066:B00005S6WE,0 1:0.0 2:4.5
1882972066:0822319713,0 1:0.0 2:4.75
1882972066:1842153668,0 1:0.0 2:2.5
6305847010:1882972066,0 1:0.1 2:4.25
0942299515:1588110567,0 1:0.0 2:2.25
0942299515:B0000026ZE,0 1:0.0 2:4.75
0965325415:B00005ASL9,0 1:0.0 2:0.0
0835975177:B00005ASL9,0 1:0.0 2:0.0
0374515751:B00005ASL9,0 1:0.0 2:0.0
B00005ASL9:B000005RIQ,0 1:0.0 2:2.5
1862043299:0743507096,0 1:0.1 2:4.25
6304197314:0743507096,0 1:0.0 2:4.25
0516449214:0743507096,0 1:0.0 2:2.25
0743507096:B0000012SZ,0 1:0.0 2:4.75
0345395026:B000001O5Y,0 1:0.0 2:2.5
B00005JKWI:0345395026,0 1:0.0 2:4.5
0345395026:B00005NW0E,0 1:0.0 2:4.25
0345395026:0891453350,0 1:0.0 2:2.5
0553581597:0672309092,0 1:0.0 2:5.0
1879102722:0672309092,0 1:0.0 2:5.0
0810911841:0810980991,0 1:0.0 2:2.5
6303092160:0810980991,0 1:0.0 2:2.25
B00005O893:0810980991,0 1:0.0 2:1.75
0671873199:0134410319,0 1:0.0 2:2.0
0737706481:0671873199,0 1:0.0 2:2.0
